,ZIP,State,Lat,Lng,Size,Tract,State_code,County,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!Less than $10 000,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$10 000 to $14 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$15 000 to $24 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$25 000 to $34 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$35 000 to $49 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$50 000 to $74 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$75 000 to $99 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$100 000 to $149 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$150 000 to $199 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$200 000 or more
783,80817,CO,38.6,-104.7,6,004511,08,041,3.6,2.4,13.9,6.7,15.4,23.6,12.9,16.0,2.3,3.1
784,80831,CO,39.0,-104.5,1,003909,08,041,7.1,2.1,8.7,6.5,13.5,15.8,15.7,20.8,4.6,5.1
785,80903,CO,38.83,-104.81,1,002200,08,041,10.9,13.4,13.4,12.5,16.1,10.2,11.9,7.2,3.9,0.5
786,80906,CO,38.78,-104.85,1,003100,08,041,3.1,3.8,2.7,5.0,5.3,16.7,12.2,15.2,10.0,26.1
787,80907,CO,38.88,-104.82,4,000302,08,041,9.3,10.0,17.3,14.7,23.7,13.4,7.1,4.0,0.4,0.0
788,80910,CO,38.8,-104.78,2,005300,08,041,10.8,2.4,13.1,15.2,17.8,26.1,5.5,8.5,0.0,0.5
789,80917,CO,38.89,-104.75,1,005502,08,041,7.3,8.9,17.7,13.8,17.2,16.4,7.8,8.7,2.3,0.0
790,80918,CO,38.91,-104.78,2,004800,08,041,5.2,7.0,10.0,6.9,10.3,26.4,11.1,15.2,4.3,3.5
791,80919,CO,38.93,-104.9,1,003701,08,041,2.5,2.2,9.2,6.6,11.5,14.8,17.2,17.1,11.2,7.7
792,80920,CO,38.96,-104.77,1,007000,08,041,0.0,3.1,1.2,4.6,7.4,12.6,9.7,24.4,17.3,19.7
793,80922,CO,38.89,-104.7,3,005109,08,041,5.5,1.8,2.3,3.7,10.3,18.9,14.1,27.5,13.1,2.8
794,80924,CO,38.96,-104.73,1,007101,08,041,4.1,1.7,0.9,4.1,5.2,11.3,12.0,24.8,18.9,17.1
795,80925,CO,38.8,-104.6,1,004603,08,041,2.6,2.2,5.6,9.2,8.2,29.9,18.4,15.2,5.4,3.4
796,81004,CO,38.1,-104.7,1,002804,08,101,5.1,2.7,9.6,10.8,13.6,18.5,18.7,14.6,2.6,3.7
797,81050,CO,38.0,-103.5,1,968300,08,089,12.3,8.5,13.9,12.2,14.0,19.3,8.4,8.8,0.8,1.8
798,81122,CO,37.4,-107.6,1,970600,08,067,4.9,2.2,3.8,8.8,14.0,27.5,13.2,17.9,6.2,1.5
799,81137,CO,37.1,-107.6,1,940300,08,067,5.4,3.9,8.0,9.8,16.6,20.3,15.3,12.5,4.9,3.3
800,81147,CO,37.2,-107.0,9,974300,08,007,7.4,4.5,17.7,8.9,18.8,15.0,11.4,11.7,2.6,2.0
801,81201,CO,38.6,-106.1,3,000300,08,015,2.2,5.0,7.9,8.7,11.6,21.1,17.3,15.4,6.1,4.7
802,81225,CO,38.9,-106.9,1,963800,08,051,2.4,3.0,6.5,7.3,16.5,16.1,12.2,23.1,8.2,4.8
803,81301,CO,37.4,-107.8,12,970704,08,067,6.2,3.0,4.7,5.1,19.4,16.1,9.4,18.0,7.8,10.2
804,81303,CO,37.2,-107.9,4,940400,08,067,4.1,3.8,7.0,7.6,13.7,22.1,14.5,16.5,6.4,4.3
805,81321,CO,37.3,-108.7,8,941100,08,083,24.5,9.5,12.1,24.7,7.8,8.3,8.3,2.8,1.5,0.6
806,81323,CO,37.5,-108.3,1,969000,08,083,3.1,6.3,11.0,12.1,11.8,16.0,17.8,13.9,7.4,0.8
807,81328,CO,37.3,-108.3,12,969100,08,083,5.1,2.8,9.6,16.5,15.6,19.7,10.1,13.8,6.1,0.7
808,81403,CO,38.4,-107.9,1,966602,08,085,4.0,3.7,7.2,10.3,16.6,15.8,17.8,17.7,4.9,2.1
809,81410,CO,38.8,-107.95,1,964700,08,029,6.2,11.6,9.4,11.2,16.0,20.8,8.9,6.7,2.0,7.2
810,81428,CO,38.9,-107.6,1,964600,08,029,7.2,5.0,13.1,13.7,19.0,13.5,9.5,8.4,2.5,8.2
811,81432,CO,38.1,-107.7,1,967600,08,091,5.9,4.7,8.8,8.7,12.6,21.5,14.6,14.1,5.4,3.9
812,81435,CO,38.0,-108.2,4,968200,08,113,3.6,8.3,11.5,6.4,14.5,22.8,9.0,14.4,4.3,5.1
813,81503,CO,39.02,-108.5,4,001900,08,077,1.8,1.3,5.5,11.1,8.5,24.0,17.5,19.6,6.5,4.4
814,81505,CO,39.2,-108.5,1,001600,08,077,0.0,3.4,8.4,6.4,9.9,15.6,10.1,26.3,10.5,9.3
815,81506,CO,39.12,-108.54,1,001600,08,077,0.0,3.4,8.4,6.4,9.9,15.6,10.1,26.3,10.5,9.3
816,81507,CO,39.0,-108.6,6,001900,08,077,1.8,1.3,5.5,11.1,8.5,24.0,17.5,19.6,6.5,4.4
817,81612,CO,39.1,-106.8,2,000500,08,097,3.1,1.5,4.4,6.1,12.3,20.3,16.4,12.6,11.0,12.3
818,81620,CO,39.63,-106.52,1,000503,08,037,1.4,1.9,10.6,5.9,12.3,28.7,16.5,5.5,9.6,7.6
819,81621,CO,39.4,-106.9,1,000302,08,037,6.7,7.3,3.1,3.1,7.3,17.1,12.6,18.5,9.1,15.0
820,81623,CO,39.2,-107.2,9,000100,08,097,6.7,2.6,0.4,9.9,10.9,23.7,12.1,16.3,6.6,10.9
821,81631,CO,39.66,-106.82,1,000403,08,037,0.0,0.0,1.6,5.7,11.7,15.6,5.1,37.7,11.7,10.8
822,82009,WY,41.4,-104.8,3,001901,56,021,4.3,0.5,4.6,4.4,4.9,14.1,21.4,24.7,11.6,9.5
823,82070,WY,41.4,-105.8,1,962700,56,001,1.3,5.9,8.5,12.2,13.9,15.4,17.5,13.9,3.4,7.9
824,82501,WY,43.2,-108.6,1,940201,56,013,2.3,3.1,7.2,8.2,14.3,21.2,14.1,16.8,7.9,4.8
825,82601,WY,43.1,-106.4,1,001401,56,025,5.6,2.9,7.8,11.9,16.2,20.9,14.7,15.6,2.7,1.5
826,83101,WY,41.9,-110.3,1,978200,56,023,2.2,0.6,9.4,8.6,13.7,19.9,16.6,18.6,7.9,2.5
827,83204,ID,42.8,-112.5,9,981800,16,005,4.5,3.6,0.0,8.1,3.6,11.7,8.1,39.6,16.2,4.5
828,83221,ID,43.3,-112.4,2,950300,16,011,3.7,2.7,16.3,8.7,23.0,17.7,13.5,9.9,2.1,2.2
829,83350,ID,42.8,-113.6,1,970300,16,067,1.6,5.5,10.7,10.3,12.8,27.0,12.2,13.7,1.6,4.8
830,83440,ID,43.8,-111.7,1,950400,16,065,13.5,4.1,13.4,10.2,6.4,13.5,17.0,14.9,4.8,2.2
831,83815,ID,47.73,-116.79,1,000700,16,055,6.6,3.2,8.3,9.4,12.5,25.5,11.3,15.0,5.9,2.2
832,83843,ID,46.7,-116.9,2,005300,16,057,13.9,10.2,11.5,18.1,11.6,14.0,6.1,10.8,2.1,1.8
833,84003,UT,40.4,-111.79,1,010700,49,049,1.1,0.6,4.1,9.3,11.5,16.9,24.1,22.5,10.0,0.0
834,84010,UT,40.89,-111.82,6,126402,49,011,3.5,2.2,3.3,1.7,5.6,10.3,12.0,21.4,15.2,24.8
835,84014,UT,40.95,-111.84,1,126303,49,011,0.7,0.5,1.5,2.7,15.0,12.6,18.9,27.0,8.8,12.4
836,84015,UT,41.11,-112.06,1,125501,49,011,2.4,4.5,6.2,4.1,16.9,32.7,12.0,17.0,3.2,1.0
837,84027,UT,40.2,-110.8,1,940300,49,013,4.0,4.6,13.0,13.3,15.2,21.4,14.2,11.8,1.8,0.6
838,84041,UT,41.05,-112.0,1,126002,49,011,1.1,3.4,5.8,3.7,5.4,17.5,19.1,21.9,16.2,5.9
839,84043,UT,40.39,-111.85,1,000103,49,049,2.3,0.0,4.3,2.9,9.8,26.0,24.8,22.2,6.0,1.7
840,84047,UT,40.61,-111.89,2,112503,49,035,3.1,8.1,6.3,6.4,12.8,29.2,15.6,10.9,4.2,3.3
841,84062,UT,40.39,-111.74,1,010215,49,049,0.5,2.5,2.5,4.6,11.0,20.5,17.9,23.6,10.5,6.4
842,84081,UT,40.6,-112.04,1,114300,49,035,3.7,0.3,10.4,8.1,12.3,17.5,18.0,20.6,6.0,3.1
843,84088,UT,40.6,-111.96,2,112917,49,035,0.5,4.9,1.4,8.4,13.3,32.8,12.4,18.3,4.4,3.6
844,84092,UT,40.6,-111.7,2,110102,49,035,0.7,0.7,4.9,1.8,6.1,15.4,11.2,19.1,6.3,33.9
845,84094,UT,40.57,-111.86,1,112604,49,035,0.4,0.4,5.4,9.0,12.0,29.7,18.6,18.5,3.3,2.6
846,84095,UT,40.56,-111.98,2,113020,49,035,0.9,0.3,3.4,2.7,5.9,18.9,20.8,21.6,14.7,11.0
847,84098,UT,40.7,-111.5,1,964308,49,043,6.6,4.0,5.3,3.3,2.7,5.2,3.8,17.6,13.2,38.3
848,84103,UT,40.8,-111.85,6,114800,49,035,4.8,0.0,0.0,1.5,3.0,7.5,7.1,21.8,9.4,44.8
849,84108,UT,40.8,-111.7,2,110103,49,035,3.6,1.2,1.4,3.5,7.9,11.4,10.7,20.4,10.4,29.5
850,84109,UT,40.72,-111.76,1,110103,49,035,3.6,1.2,1.4,3.5,7.9,11.4,10.7,20.4,10.4,29.5
851,84123,UT,40.66,-111.92,2,113515,49,035,3.0,2.5,10.9,11.1,13.6,20.3,8.7,20.2,6.5,3.2
852,84310,UT,41.3,-111.9,1,210100,49,057,2.8,0.6,2.1,8.0,8.9,22.3,14.8,23.3,7.3,9.8
853,84333,UT,41.91,-111.79,5,000101,49,005,1.6,5.1,10.3,10.8,18.5,20.1,14.3,14.1,2.9,2.3
854,84403,UT,41.19,-111.9,3,210100,49,057,2.8,0.6,2.1,8.0,8.9,22.3,14.8,23.3,7.3,9.8
855,84404,UT,41.2,-112.2,1,210403,49,057,3.6,1.8,3.8,5.0,8.7,26.2,16.2,24.8,8.6,1.4
856,84532,UT,38.6,-109.4,2,000300,49,019,9.2,3.8,14.0,10.7,16.8,15.6,9.2,16.5,4.1,0.1
857,84535,UT,37.9,-109.5,2,978100,49,037,6.9,5.3,5.8,11.5,17.9,17.9,15.7,14.2,2.9,1.8
858,84604,UT,40.3,-111.5,1,010900,49,049,0.0,1.8,2.4,1.2,15.6,21.6,15.3,29.7,5.7,6.6
859,84663,UT,40.18,-111.58,1,003002,49,049,0.9,2.7,5.4,5.7,23.9,28.8,19.1,7.6,2.2,3.8
860,84664,UT,40.11,-111.58,1,010305,49,049,3.7,2.5,2.0,3.5,11.0,11.2,15.7,19.2,13.1,18.0
861,84741,UT,37.0,-112.0,1,002000,04,005,2.6,5.2,16.8,14.1,11.9,21.7,11.3,10.6,0.0,5.8
862,84767,UT,37.18,-113.0,1,270100,49,053,6.6,3.3,11.4,6.5,17.0,20.8,16.1,11.8,4.2,2.2
863,84775,UT,38.3,-111.5,1,979100,49,055,9.1,7.7,7.0,12.0,21.1,15.4,10.7,14.7,1.9,0.4
864,84790,UT,37.1,-113.7,6,270300,49,053,9.3,2.2,14.3,9.1,16.1,21.3,11.6,11.2,3.2,1.8
865,85006,AZ,33.47,-112.05,1,111700,04,013,11.1,5.1,3.3,12.9,10.6,25.0,9.7,14.6,5.6,2.1
866,85015,AZ,33.51,-112.1,1,107300,04,013,14.0,7.8,20.6,9.4,22.1,14.7,8.7,2.3,0.5,0.0
867,85020,AZ,33.57,-112.05,1,104702,04,013,10.8,10.7,17.0,18.8,15.7,15.9,2.5,7.5,1.2,0.0
868,85021,AZ,33.56,-112.1,1,105503,04,013,14.3,14.1,17.2,13.5,17.7,12.6,3.7,5.9,0.0,1.1
869,85022,AZ,33.62,-112.05,1,103611,04,013,4.1,2.7,4.5,3.7,11.4,9.3,18.1,22.7,8.4,15.1
870,85027,AZ,33.68,-112.1,1,614700,04,013,2.5,13.4,23.4,14.3,11.2,18.9,5.0,10.5,0.9,0.0
871,85041,AZ,33.38,-112.12,1,116612,04,013,0.6,1.6,5.2,8.8,9.5,18.6,22.9,20.8,5.9,6.2
872,85050,AZ,33.69,-112.0,2,615000,04,013,3.6,0.5,3.8,3.6,9.3,13.6,14.2,18.1,8.6,24.8
873,85087,AZ,33.9,-112.0,1,610700,04,013,4.6,0.0,3.0,12.9,11.2,16.3,10.7,19.6,11.8,9.8
874,85140,AZ,33.3,-111.5,1,000207,04,021,7.3,2.3,7.2,11.4,12.6,23.8,12.3,15.7,2.4,4.9
875,85142,AZ,33.2,-111.6,1,000209,04,021,3.7,1.4,7.6,4.2,15.5,26.8,17.5,16.4,4.2,2.6
876,85226,AZ,33.27,-111.99,2,941100,04,013,73.3,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0
877,85248,AZ,33.23,-111.9,3,941100,04,013,73.3,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0
878,85258,AZ,33.56,-111.88,1,941300,04,013,10.2,11.0,15.5,13.3,18.0,16.9,6.6,3.6,2.8,2.3
879,85259,AZ,33.6,-111.81,2,216849,04,013,4.8,1.3,2.4,4.0,5.7,7.4,6.5,18.3,11.6,38.1
880,85308,AZ,33.67,-112.19,2,614200,04,013,2.5,1.5,5.5,3.1,13.1,15.4,9.2,28.9,10.4,10.4
881,85365,AZ,32.8,-114.5,1,010914,04,027,9.9,0.0,22.7,6.2,24.4,13.6,3.7,5.0,14.5,0.0
882,85381,AZ,33.61,-112.23,2,071512,04,013,0.4,2.0,6.6,5.6,10.5,10.4,26.2,24.2,6.6,7.4
883,85382,AZ,33.65,-112.25,1,617600,04,013,4.1,4.8,11.0,6.2,16.0,20.6,19.3,11.4,5.1,1.6
884,85545,AZ,33.7,-111.0,2,000700,04,007,11.3,12.7,22.8,13.3,12.6,12.4,7.3,7.8,0.0,0.0
885,85615,AZ,31.4,-110.2,1,002100,04,003,4.5,4.9,14.8,6.5,7.7,22.5,13.8,10.6,7.6,7.2
886,85623,AZ,32.7,-110.9,1,000802,04,021,1.6,6.4,8.3,8.4,13.8,19.4,17.0,18.7,3.5,2.7
887,85637,AZ,31.66,-110.67,1,966000,04,023,10.9,7.2,9.1,10.8,14.7,15.8,8.9,14.5,4.8,3.3
888,85718,AZ,32.34,-110.91,3,004714,04,019,5.2,4.7,8.4,4.8,9.5,14.3,5.0,16.4,10.8,20.8
889,85739,AZ,32.5,-110.8,1,004716,04,019,4.2,5.3,14.0,9.0,11.7,19.0,15.4,11.4,4.2,5.9
890,85745,AZ,32.24,-111.07,1,004428,04,019,1.8,0.8,7.1,6.6,5.9,14.1,18.9,16.1,15.7,13.0
891,85748,AZ,32.21,-110.73,1,004061,04,019,5.2,6.7,5.7,5.5,9.3,16.3,13.5,16.7,11.1,10.0
892,85935,AZ,34.13,-109.91,1,964900,04,017,10.4,1.7,6.2,7.8,10.6,27.4,18.1,13.5,4.4,0.0
893,86001,AZ,35.2,-111.8,2,002200,04,005,6.8,2.8,1.9,13.2,10.4,13.7,14.9,17.8,6.2,12.3
894,86017,AZ,34.945,-111.646,1,001500,04,005,3.9,7.2,5.8,18.0,10.6,23.0,10.1,11.0,9.5,1.0
895,86303,AZ,34.5,-112.4,2,000700,04,025,7.7,3.2,10.5,11.3,10.6,23.8,16.5,13.1,0.7,2.5
896,86334,AZ,35.1,-112.8,1,002100,04,025,9.3,9.4,17.8,19.7,7.1,12.8,13.1,4.1,2.8,3.9
897,86336,AZ,34.9,-111.9,1,001802,04,025,5.3,7.4,9.3,6.6,9.9,26.7,13.0,8.6,2.8,10.3
898,86406,AZ,34.6,-113.8,1,954800,04,015,12.6,8.3,7.6,10.8,18.8,21.0,6.1,9.2,2.1,3.5
899,87048,NM,35.24,-106.62,17,010602,35,043,1.7,2.8,6.7,7.1,6.4,18.4,14.7,16.4,15.0,10.7
900,87059,NM,35.0,-106.4,1,003807,35,001,4.9,6.8,12.4,7.3,15.6,17.5,10.6,14.7,5.0,5.3
901,87104,NM,35.1,-106.67,1,002500,35,001,11.7,14.5,25.9,9.0,4.2,10.6,10.2,6.7,3.4,3.7
902,87109,NM,35.15,-106.57,1,003724,35,001,2.4,3.5,6.8,7.1,16.1,16.7,14.3,14.5,10.0,8.5
903,87114,NM,35.19,-106.68,1,004752,35,001,2.4,6.2,6.6,5.8,9.8,26.3,20.3,18.2,3.7,0.6
904,87120,NM,35.1,-106.8,3,940600,35,001,6.9,1.8,3.8,8.0,11.3,14.0,17.2,23.8,5.2,8.0
905,87122,NM,35.2,-106.5,1,940500,35,001,1.9,1.7,8.3,7.1,7.9,16.7,18.0,14.8,6.5,17.0
906,87301,NM,35.4,-108.6,2,973100,35,031,11.7,5.0,7.8,3.1,13.1,30.0,19.2,10.3,0.0,0.0
907,87313,NM,35.7,-107.9,1,943500,35,031,15.7,7.4,10.4,11.6,16.9,17.5,9.1,9.1,1.4,1.0
908,87410,NM,36.9,-108.0,2,000611,35,045,2.7,1.7,5.6,13.5,16.9,19.1,16.4,15.8,6.7,1.5
909,87416,NM,36.77,-108.42,2,000504,35,045,3.3,0.0,4.5,3.6,13.1,28.2,18.4,26.8,2.0,0.0
910,87420,NM,36.8,-108.7,1,942802,35,045,12.7,4.4,14.3,13.8,9.3,20.8,11.0,9.2,2.5,2.1
911,87506,NM,35.8,-106.0,1,940400,35,049,13.4,5.4,8.9,6.1,16.5,17.4,10.6,11.7,3.0,7.2
912,87507,NM,35.6,-106.1,1,010304,35,049,2.4,4.2,9.0,3.0,10.7,18.2,7.7,25.6,10.3,8.8
913,87508,NM,35.5,-105.9,1,010700,35,049,3.4,1.1,3.4,7.6,10.2,19.9,17.5,18.3,6.3,12.4
914,87544,NM,35.9,-106.3,1,000100,35,028,2.7,3.4,4.9,2.4,4.2,5.5,9.9,24.5,18.7,23.9
915,87901,NM,33.1,-106.8,4,962401,35,051,5.0,11.3,11.2,18.1,20.6,18.7,6.6,6.7,0.7,1.2
916,88011,NM,32.3,-106.7,4,001204,35,013,2.6,1.4,4.7,5.1,6.6,19.5,13.2,13.3,13.1,20.5
917,88220,NM,32.4,-104.3,1,000401,35,015,0.7,5.3,7.4,7.3,18.3,28.3,12.0,13.1,4.1,3.3
918,88401,NM,35.0,-103.8,1,958900,35,037,2.4,9.3,14.8,17.1,15.4,12.5,13.9,8.8,4.1,1.6
919,89021,NV,36.61,-114.49,1,005613,32,003,3.6,1.0,6.3,6.3,8.5,24.4,21.2,22.1,6.5,0.0
920,89044,NV,35.7,-115.1,17,005703,32,003,8.3,7.4,20.4,26.2,9.7,21.1,3.5,1.8,0.0,1.8
921,89113,NV,36.06,-115.26,1,002976,32,003,6.4,1.4,9.4,11.2,17.0,22.8,17.6,7.5,4.2,2.6
922,89123,NV,36.04,-115.15,4,002829,32,003,1.1,1.1,4.1,8.6,16.5,17.2,18.2,26.4,3.2,3.6
923,89129,NV,36.23,-115.3,1,003240,32,003,4.1,0.0,7.7,11.2,8.9,13.8,21.5,17.9,10.8,4.2
924,89148,NV,36.06,-115.3,1,005840,32,003,5.9,1.5,3.2,6.3,7.5,24.0,22.6,20.6,7.3,1.2
925,89149,NV,36.28,-115.29,4,003232,32,003,2.3,0.5,1.2,3.3,7.7,15.8,14.1,24.1,14.1,17.0
926,89178,NV,35.9,-115.5,1,005827,32,003,1.5,2.2,5.0,1.9,14.0,17.5,16.1,25.8,11.8,4.1
927,89502,NV,39.5,-119.75,1,002103,32,031,1.9,1.2,12.5,3.9,13.7,23.1,6.1,18.9,8.8,9.9
928,89509,NV,39.5,-119.83,1,001104,32,031,1.3,2.0,3.8,5.0,7.8,14.0,17.9,23.2,13.0,12.0
929,90004,CA,34.08,-118.31,5,192420,06,037,5.5,10.9,8.1,1.7,15.1,27.5,7.5,14.9,3.3,5.5
930,90034,CA,34.03,-118.4,1,269800,06,037,10.3,3.9,9.1,4.7,14.5,13.9,13.2,14.3,7.4,8.8
931,90275,CA,33.76,-118.36,2,670500,06,037,1.1,2.4,2.4,4.1,7.2,5.4,6.8,8.6,8.5,53.5
932,90277,CA,33.83,-118.39,2,621324,06,037,3.5,1.5,3.2,7.7,3.3,16.6,13.4,21.1,14.5,15.3
933,90303,CA,33.93,-118.33,1,600502,06,037,6.3,4.6,1.9,11.4,17.2,14.8,8.0,19.8,15.0,0.9
934,90403,CA,34.03,-118.49,3,701501,06,037,5.8,4.8,7.0,4.8,5.4,10.0,12.1,18.0,18.8,13.3
935,90405,CA,34.01,-118.47,1,702202,06,037,2.7,6.8,9.5,2.6,6.6,10.6,11.6,18.9,8.3,22.3
936,90501,CA,33.83,-118.31,1,650901,06,037,4.2,1.8,6.3,9.3,11.0,22.6,16.9,12.1,8.4,7.4
937,90504,CA,33.87,-118.33,1,650102,06,037,4.1,0.8,3.5,3.7,6.7,19.2,18.6,15.0,10.7,17.8
938,90660,CA,33.99,-118.08,2,500900,06,037,8.0,6.3,10.8,8.0,13.1,22.1,15.0,9.0,6.7,1.1
939,90814,CA,33.77,-118.14,1,577603,06,037,4.5,3.3,5.8,6.3,6.7,11.6,9.3,20.1,13.1,19.5
940,91001,CA,34.22,-118.13,1,930101,06,037,0.0,0.0,0.0,16.0,0.0,16.0,0.0,48.0,0.0,20.0
941,91030,CA,34.11,-118.16,1,480703,06,037,0.0,1.2,2.5,3.0,2.4,25.2,13.7,23.1,10.2,18.6
942,91320,CA,34.19,-118.94,1,006100,06,111,0.5,1.7,2.5,7.9,10.0,14.7,17.5,17.2,8.1,19.8
943,91326,CA,34.29,-118.56,1,108201,06,037,0.8,0.5,1.9,0.9,7.6,13.5,10.6,28.0,11.1,24.9
944,91343,CA,34.24,-118.48,1,117202,06,037,7.3,1.6,6.5,2.9,10.7,18.5,9.4,22.4,10.7,10.2
945,91355,CA,34.42,-118.61,1,920339,06,037,1.6,0.7,3.2,4.5,3.9,10.3,14.9,21.2,12.5,27.3
946,91360,CA,34.21,-118.88,1,006600,06,111,3.9,1.5,8.9,5.8,9.4,8.3,6.9,33.3,13.9,8.0
947,91367,CA,34.17,-118.62,2,137201,06,037,2.3,2.1,8.0,7.3,10.2,20.3,16.4,14.4,11.0,8.0
948,91401,CA,34.18,-118.43,2,123602,06,037,3.2,10.8,9.9,14.6,10.1,15.2,10.4,9.3,3.1,13.6
949,91423,CA,34.15,-118.43,1,141101,06,037,3.7,3.0,6.1,9.2,9.1,27.1,9.8,15.9,7.6,8.6
950,91505,CA,34.18,-118.35,1,311100,06,037,4.5,0.9,1.8,6.4,6.7,11.9,14.7,21.6,26.4,5.2
951,91604,CA,34.14,-118.39,1,143800,06,037,0.0,0.6,4.7,0.6,3.9,10.6,14.9,14.9,14.9,34.9
952,91606,CA,34.19,-118.39,4,123901,06,037,7.6,4.9,14.4,14.3,7.5,18.3,7.3,13.1,10.7,2.0
953,91709,CA,33.95,-117.73,1,000116,06,071,1.9,1.2,2.2,2.9,5.1,12.3,17.4,29.2,13.8,14.0
954,91740,CA,34.12,-117.85,1,401101,06,037,6.5,2.7,8.9,8.2,16.5,17.8,12.3,12.1,8.0,7.0
955,91786,CA,34.1,-117.66,2,000824,06,071,7.5,3.9,12.0,17.2,12.8,17.2,10.4,14.3,3.0,1.8
956,91790,CA,34.07,-117.94,2,406702,06,037,5.4,2.6,9.3,9.6,7.5,17.7,17.0,20.8,6.2,3.9
957,91911,CA,32.6,-117.04,1,013306,06,073,7.6,7.7,6.6,15.1,11.2,17.4,18.5,11.3,2.9,1.9
958,92009,CA,33.1,-117.25,1,020014,06,073,4.3,1.9,4.1,3.4,8.2,10.5,11.6,22.4,13.5,20.2
959,92056,CA,33.2,-117.29,1,018516,06,073,7.5,1.3,5.7,12.1,12.3,15.5,11.9,19.0,7.3,7.5
960,92057,CA,33.25,-117.29,2,018612,06,073,5.8,0.0,12.9,2.1,9.5,18.3,20.3,18.1,8.5,4.5
961,92065,CA,33.0,-116.8,1,020811,06,073,1.9,1.5,0.7,3.0,7.0,19.3,13.5,30.1,10.6,12.4
962,92071,CA,32.86,-116.99,1,016612,06,073,2.6,0.9,0.5,7.0,8.2,15.3,20.1,25.0,11.7,8.7
963,92078,CA,33.12,-117.18,1,020027,06,073,6.4,0.4,3.5,4.0,4.1,11.3,12.4,25.0,14.2,18.6
964,92081,CA,33.16,-117.25,3,019806,06,073,10.3,2.0,7.0,6.8,5.5,10.2,6.5,24.8,14.4,12.4
965,92084,CA,33.22,-117.21,1,019207,06,073,8.5,1.9,8.5,13.3,13.9,13.8,11.3,14.1,7.2,7.5
966,92101,CA,32.72,-117.18,1,009902,06,073,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
967,92104,CA,32.74,-117.13,2,004300,06,073,5.4,2.6,7.3,12.2,8.3,15.4,9.7,13.9,15.0,10.3
968,92106,CA,32.73,-117.23,2,007002,06,073,1.8,0.0,2.9,0.9,6.0,8.5,13.0,23.7,20.5,22.7
969,92107,CA,32.74,-117.24,2,007400,06,073,4.8,4.5,2.3,6.3,15.2,17.1,13.9,22.8,7.4,5.8
970,92108,CA,32.77,-117.15,2,009304,06,073,8.5,2.2,7.1,7.7,6.7,17.8,9.3,24.7,13.0,2.9
971,92109,CA,32.8,-117.24,1,007903,06,073,7.9,1.5,9.3,6.9,15.7,21.3,13.2,11.9,4.5,7.8
972,92122,CA,32.86,-117.2,1,008344,06,073,0.6,0.8,1.9,7.1,10.7,12.1,10.3,26.1,19.0,11.4
973,92126,CA,32.91,-117.14,1,008358,06,073,1.3,1.5,4.4,6.5,10.5,19.0,20.7,23.6,10.7,1.8
974,92127,CA,33.02,-117.14,1,017030,06,073,3.8,4.5,5.7,2.4,4.3,9.8,3.3,19.6,15.7,31.0
975,92130,CA,32.95,-117.2,2,021500,06,073,2.7,0.6,2.2,1.9,2.9,6.1,4.8,17.4,15.2,46.1
976,92253,CA,33.67,-116.28,10,045125,06,065,4.4,0.6,4.5,7.0,7.8,12.6,12.0,18.8,9.1,23.1
977,92262,CA,33.86,-116.58,2,044606,06,065,7.1,6.2,15.6,9.9,13.7,11.8,6.5,13.7,4.9,10.7
978,92264,CA,33.7,-116.5,1,044807,06,065,10.0,8.3,17.4,10.2,8.1,9.8,8.2,10.8,6.9,10.3
979,92307,CA,34.6,-117.1,3,012104,06,071,7.5,8.1,15.9,7.5,6.7,14.2,22.5,10.5,5.8,1.2
980,92373,CA,34.0,-117.1,1,043823,06,065,1.9,1.3,2.7,0.7,6.4,13.8,12.6,34.0,13.5,13.0
981,92503,CA,33.9,-117.45,1,031702,06,065,2.2,0.0,5.8,8.9,7.7,20.5,24.2,23.5,2.8,4.5
982,92507,CA,33.97,-117.33,1,042206,06,065,4.0,3.6,5.7,10.9,17.8,22.2,16.4,11.1,3.5,4.8
